hindi,english
पीटर सेलर्स,Peter Sellers
पुरी,Puri
प्रकाशन,Publishing
प्रतिद्वंद्वी,Pratidwandi
प्रोफ़ेसर शंकु,Professor Shonku
फ़िल्म निर्देशक,Film director
फ़ीचर फ़िल्म,Feature film
फ़्राँस,France
फ़्राँस्वा त्रुफ़ो,François Truffaut
फ़्रांस्वा त्रूफ़ो,François Truffaut
फॉन्ट,Font
बांग्ला भाषा,Bengali language
बांग्लादेश मुक्ति युद्ध,Bangladesh Liberation War
बिजोय राय,Bijoya Ray
बिनोद बिहारी मुखर्जी,Benode Behari Mukherjee
बिभूतिभूषण बंद्योपाध्याय,Bibhutibhushan Bandyopadhyay
बुद्धदेव दासगुप्ता,Buddhadeb Dasgupta
बेतुकी कविता,Nonsense verse
बॉलीवुड,Bollywood
भारत,India
भारत रत्न,Bharat Ratna
भारत सरकार,Government of India
भारतीय सिनेमा,Cinema of India
मध्यम वर्ग,Middle class
माधवी मुखर्जी,Madhabi Mukherjee
मार्क्सवाद,Marxism
मार्लन ब्रैंडो,Marlon Brando
मुल्ला नसरुद्दीन,Nasreddin
मृणाल सेन,Mrinal Sen
मैन-ईटर्स ऑफ़ कुमाऊँ,Man-Eaters of Kumaon
रवि शंकर,Ravi Shankar
रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
रिचर्ड एटनबरो,Richard Attenborough
लंदन,London
लखनऊ,Lucknow
लघु फ़िल्म,Short film
ललित कला,Fine art
लाद्री दी बिसिक्लेत,Bicycle Thieves
लाद्री दी बिसिक्लेत्ते,Bicycle Thieves
लुइस कैरल,Lewis Carroll
लेखक,Writer
विक्टर बैनर्जी,Victor Banerjee
विज्ञानकथा,Science fiction
वित्तोरियो दे सिका,Vittorio De Sica
विलायत ख़ाँ,Vilayat Khan
विश्व-भारती विश्वविद्यालय,Visva-Bharati University
वृत्त चित्र,Documentary film
वेनिस,Venice
वेनिस फ़िल्मोत्सव,Venice Film Festival
शतरंज के खिलाड़ी,The Chess Players (Eakins painting)
शबाना आज़मी,Shabana Azmi
शर्मिला टैगोर,Sharmila Tagore
शर्लक होम्स,Sherlock Holmes
शाखा प्रशाखा,Shakha Proshakha
शान्तिनिकेतन,Shantiniketan
संजीव कुमार,Sanjeev Kumar
संपादन,Editing
सईद जाफ़री,Saeed Jaffrey
सत्यजित राय,Satyajit Ray
समाजवाद,Socialism
सांसद,Member of parliament
साहित्य,Literature
सिग्नेट प्रेस,Signet Press
सिमी गरेवाल,Simi Garewal
सीमाबद्ध,Seemabaddha
सुभाष मुखोपाध्याय,Subhash Mukhopadhyay (poet)
सोनार केल्ला,Sonar Kella
सौमित्र चटर्जी,Soumitra Chatterjee
स्टीवन स्पीलबर्ग,Steven Spielberg
हावर्ड हॉक्स,Howard Hawks
हेनरिक इबसन,Henrik Ibsen
हॉलीवुड,Hollywood
१९२१,1921
१९४०,1940
१९४३,1943
१९४७,1947
१९४९,1949
१९५०,1950
१९५२,1952
१९५५,1955
१९५९,1959
१९६५,1965
१९८३,1983
१९८४,1984
१९९२,1992
२ मई,May 2
२३ अप्रैल,April 23
अमृतसर,Amritsar
अल्बर्ट आइंस्टीन,Albert Einstein
उपन्यास,Novel
कालिदास,Kālidāsa
कोलकाता,Kolkata
गीतांजलि,Gitanjali
जलियाँवाला बाग हत्याकांड,Jallianwala Bagh massacre
ठुमरी,Thumri
नोबेल पुरस्कार,Nobel Prize
भाषा,Language
यूरोप,Europe
रवींद्र संगीत,Rabindra Sangeet
शान्तिनिकेतन,Shantiniketan
संस्कृति,Culture
साहित्य,Literature
हिमालय,Himalayas
भारतीय,Indian
उपन्यास,Novel
सरस्वती सम्मान,Saraswati Samman
पद्म श्री,Padma Shri
उपन्यास,Novel
उपन्यास,Novel
कवि,Poet
काशीराम दास,Kashiram Das
क्षत्रिय,Kshatriya
नगेंद्रनाथ वसु,Nagendranath Basu
पद्मा,Padma River
महाभारत,Mahabharata
राम,Rama
रामायण,Ramayana
वाल्मीकि,Valmiki
सुकुमार सेन,Sukumar Sen (linguist)
अनुवाद,Translation
कवि,Poet
काव्य,Poetry
कृत्तिवास ओझा,Krittibas Ojha
पुराण,Puranas
बंगाल,Bengal
महाभारत,Mahabharata
मृत्यु,Death
रामायण,Ramayana
वाल्मीकि,Valmiki
अन्नदामंगल,Annada Mangal
ईश्वरचंद्र गुप्त,Ishwar Chandra Gupta
नवद्वीप,Nabadwip
बंगाल,Bengal
हावड़ा जिला,Howrah district
भारत,India
अनुवाद,Translation
महाभारत,Mahabharata
अंत्येष्टि,Antyesti
अद्वैत आश्रम,Advaita Ashrama
अमेरिका,United States
आत्मा,Soul
आध्यात्मिकता,Spirituality
इंग्लैंड,England
इतिहास,History
इमैनुएल कांट,Immanuel Kant
ईश्वर,God
उपनिषद,Upanishads
कथा,Katha (storytelling format)
कन्याकुमारी,Kanyakumari
कर्म,Karma
कलकत्ता,Kolkata
कला,Art
कायस्थ,Kayastha
कीर्तन,Kirtan
केशव चंद्र सेन,Keshub Chandra Sen
गीता,Bhagavad Gita
गुरु,Guru
ग्वालियर,Gwalior
चार्ल्स डार्विन,Charles Darwin
जाति,Caste
जॉन स्टुअर्ट मिल,John Stuart Mill
डेविड ह्यूम,David Hume
तन्त्र,Tantra
दर्शन,Philosophy
देवता,Deva (Hinduism)
धर्म,Dharma
ध्यान,Attention
पिता,Father
पुराण,Puranas
पूजा,Puja (Hinduism)
फारसी,Persian language
बंगाली,Bengali language
बंगाली साहित्य,Bengali literature
बांग्ला,Bengali language
बेलूर मठ,Belur Math
ब्राह्मण,Brahmin
भक्ति,Bhakti
भगवद् गीता,Bhagavad Gita
भगवान शिव,Shiva
भगिनी निवेदिता,Sister Nivedita
भजन,Bhajan
भारत,India
भारतीय उपमहाद्वीप,Indian subcontinent
भारतीय शास्त्रीय संगीत,Indian classical music
भारतीय स्वतन्त्रता संग्राम,Indian independence movement
भौतिकवाद,Materialism
मकर संक्रान्ति,Makar Sankranti
महाभारत,Mahabharata
माता,Mother
माया,Maya (religion)
मूर्ति,Murti
मृत्यु,Death
मैकाले,Thomas Babington Macaulay
यूरोप,Europe
योग,Yoga
रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
रामकृष्ण,Ramakrishna
रामकृष्ण परमहंस,Ramakrishna
रामकृष्ण मिशन,Ramakrishna Mission
रामायण,Ramayana
रायपुर,Raipur
राष्ट्रीय युवा दिवस,National Youth Day (India)
रोमां रोलां,Romain Rolland
वकील,Advocate
विवेकानन्द केन्द्र,Vivekananda Kendra
विश्व धर्म महासभा,Parliament of the World's Religions
वेद,Vedas
वेदांत,Vedanta
वेदान्त,Vedanta
शक्ति,Power
शिकागो,Chicago
शिक्षा दर्शन,Philosophy of education
शुक्ल यजुर्वेद,Yajurveda
श्रुति,Śruti
संयुक्त राज्य अमेरिका,United States
संसार,Universe
संस्कार,Samskara (Indian philosophy)
संस्कृत,Sanskrit
सनातन धर्म,Sanātanī
सामाजिक विज्ञान,Social science
साहित्य,Literature
स्तोत्र,Stotra
स्मृति,Smriti
हिन्दू धर्म,Hinduism
१२ जनवरी,January 12
१८६३,1863
१८९३,1893
१९०२,1902
४ जुलाई,July 4
कला,Art
कवि,Poet
नाटक,Drama
